Title,Released,Prod_Budget,Dom_Gross,World_Gross
The Horse Whisperer,1998-05-15,60000000.0,75383563.0,186883563.0
Cats & Dogs,2001-07-04,60000000.0,93375151.0,200700000.0
Hellboy,2004-04-02,60000000.0,59623958.0,99823958.0
Righteous Kill,2008-09-12,60000000.0,40081410.0,78481410.0
My Favorite Martian,1999-02-12,60000000.0,36850101.0,36850101.0
Red,2010-10-15,60000000.0,90380162.0,196439693.0
The Lego Movie,2014-02-07,60000000.0,257784718.0,457729388.0
Event Horizon,1997-08-15,60000000.0,26673242.0,26673242.0
Priest,2011-05-13,60000000.0,29136626.0,84154026.0
The Mortal Instruments: City of Bones,2013-08-21,60000000.0,31165421.0,75965567.0
Contagion,2011-09-09,60000000.0,75658097.0,137551594.0
Goldeneye,1995-11-17,60000000.0,106429941.0,356429941.0
Days of Thunder,1990-06-27,60000000.0,82670733.0,157670733.0
The Happening,2008-06-13,60000000.0,64506874.0,162778384.0
Mercury Rising,1998-04-03,60000000.0,32983332.0,32983332.0
Practical Magic,1998-10-16,60000000.0,46850558.0,68336997.0
Garfield: A Tail of Two Kitties,2006-06-16,60000000.0,28426747.0,147985373.0
The Ridiculous 6,2015-12-11,60000000.0,0.0,0.0
The Green Mile,1999-12-10,60000000.0,136801374.0,290701374.0
Supernova,2000-01-14,60000000.0,14218868.0,14218868.0
Year One,2009-06-19,60000000.0,43337279.0,57604723.0
Edge of Darkness,2010-01-29,60000000.0,43313890.0,82812456.0
Michael Jackson's This Is It,2009-10-28,60000000.0,72091016.0,252091016.0
Any Given Sunday,1999-12-22,60000000.0,75530832.0,100230832.0
Did You Hear About the Morgans?,2009-12-18,58000000.0,29580087.0,80480566.0
Rambo III,1988-05-25,58000000.0,53715611.0,188715611.0
"Che, El Ar the Argentine",2008-12-12,58000000.0,293708.0,30118557.0
Sabrina,1995-12-15,58000000.0,53458319.0,87100000.0
The Flintstones in Viva Rock Vegas,2000-04-28,58000000.0,35231365.0,59431365.0
Goosebumps,2015-10-16,58000000.0,80069458.0,158162788.0
Red Tails,2012-01-20,58000000.0,49876377.0,50365498.0
The Internship,2013-06-07,58000000.0,44672764.0,93672764.0
Just Like Heaven,2005-09-16,58000000.0,48318130.0,100687083.0
Deadpool,2016-02-12,58000000.0,363070709.0,783770709.0
Leatherheads,2008-04-04,58000000.0,31373938.0,41348628.0
American Sniper,2014-12-25,58000000.0,350126372.0,547326372.0
That's My Boy,2012-06-15,57500000.0,36931089.0,58085235.0
Resident Evil: Afterlife,2010-09-10,57500000.0,60128566.0,295874190.0
Sex and the City,2008-05-30,57500000.0,152647258.0,415247258.0
Devil's Advocate,1997-10-17,57000000.0,61007424.0,153007424.0
Dragonheart,1996-05-31,57000000.0,51364680.0,104364680.0
Captain Corelli's Mandolin,2001-08-17,57000000.0,25528495.0,62097495.0
Ghost Rider: Spirit of Vengeance,2012-02-17,57000000.0,51774002.0,149217355.0
After the Sunset,2004-11-12,57000000.0,28328132.0,38329114.0
The Pacifier,2005-03-04,56000000.0,113006880.0,198006880.0
Anger Management,2003-04-11,56000000.0,135560942.0,195660942.0
Walking Tall,2004-04-02,56000000.0,46213824.0,47313824.0
Burlesque,2010-11-24,55000000.0,39440655.0,90552675.0
Executive Decision,1996-03-15,55000000.0,56679192.0,122079192.0
Tango & Cash,1989-12-22,55000000.0,63408614.0,63408614.0
Lucky You,2007-05-04,55000000.0,5755286.0,6521829.0
Instinct,1999-06-04,55000000.0,34105207.0,34105207.0
The Nutty Professor,1996-06-28,55000000.0,128814019.0,273814019.0
The Hunted,2003-03-14,55000000.0,34234008.0,45016494.0
Turbulence,1997-01-10,55000000.0,11532774.0,11532774.0
Lolita,1998-07-22,55000000.0,1147784.0,1147784.0
Pocahontas,1995-06-10,55000000.0,141579773.0,347100000.0
Captain Phillips,2013-10-11,55000000.0,107136417.0,220648184.0
The Phantom of the Opera,2004-12-22,55000000.0,51225796.0,154605868.0
The Pirates! Band of Misfits,2012-04-27,55000000.0,31051126.0,136143605.0
Elizabeth: The Golden Age,2007-10-12,55000000.0,16285240.0,74870866.0
Death Becomes Her,1992-07-31,55000000.0,58422650.0,149022650.0
The Equalizer,2014-09-26,55000000.0,101530738.0,192165283.0
Bullet to the Head,2013-02-01,55000000.0,9489829.0,22597969.0
George Of The Jungle,1997-07-16,55000000.0,105263257.0,174463257.0
The Pursuit of Happyness,2006-12-15,55000000.0,162586036.0,307325633.0
The Forbidden Kingdom,2008-04-18,55000000.0,52075270.0,129075270.0
Gods and Generals,2003-02-21,55000000.0,12882934.0,12923936.0
Kill Bill: Volume 2,2004-04-16,55000000.0,66207920.0,153535982.0
Superman,1978-12-15,55000000.0,134218018.0,300200000.0
Hitch,2005-02-11,55000000.0,177784257.0,366784257.0
Free Birds,2013-11-01,55000000.0,55750480.0,110387072.0
Kill Bill: Volume 1,2003-10-10,55000000.0,70098138.0,176469428.0
Stuck On You,2003-12-12,55000000.0,33832741.0,63537164.0
Semi-Pro,2008-02-29,55000000.0,33479698.0,43980363.0
Alvin and the Chipmunks,2007-12-14,55000000.0,217326974.0,362605033.0
Meet the Parents,2000-10-06,55000000.0,166225040.0,304599899.0
Date Night,2010-04-09,55000000.0,98711404.0,152269033.0
Ronin,1998-09-25,55000000.0,41610884.0,70692101.0
Maid in Manhattan,2002-12-13,55000000.0,93932896.0,163838217.0
Mr. Poppers's Penguins,2011-06-17,55000000.0,68224452.0,189624452.0
Paddington,2015-01-16,55000000.0,76223578.0,259541430.0
R.V.,2006-04-28,55000000.0,71724497.0,87524497.0
Muppets Most Wanted,2014-03-21,55000000.0,51178893.0,79312301.0
A Very Long Engagement,2004-11-26,55000000.0,6167817.0,69759296.0
Alien 3,1992-05-22,55000000.0,54927174.0,158500000.0
Thunderbirds,2004-07-30,55000000.0,6768055.0,28231444.0
The Fan,1996-08-16,55000000.0,18582965.0,18582965.0
Changeling,2008-10-24,55000000.0,35739802.0,113805580.0
Flightplan,2005-09-23,55000000.0,89706988.0,214392904.0
Imagine That,2009-06-12,55000000.0,16123323.0,16123323.0
Stargate,1994-10-28,55000000.0,71565669.0,196565669.0
Aeon Flux,2005-12-02,55000000.0,25857987.0,47953341.0
Disclosure,1994-12-09,55000000.0,83015089.0,212200000.0
Evita,1996-12-25,55000000.0,50047179.0,151947179.0
American Wedding,2003-08-01,55000000.0,104354205.0,126425115.0
Bowfinger,1999-08-13,55000000.0,66458769.0,98699769.0
Shanghai Noon,2000-05-26,55000000.0,56932305.0,71189835.0
Forrest Gump,1994-07-06,55000000.0,330151138.0,679857164.0
Crimson Tide,1995-05-12,55000000.0,91387195.0,159387195.0
Casper,1995-05-26,55000000.0,100328194.0,282300000.0
Eye See You,2002-09-20,55000000.0,79161.0,1807990.0
The Ghost and the Darkness,1996-10-11,55000000.0,38564422.0,38564422.0
Chain Reaction,1996-08-02,55000000.0,21226204.0,60209334.0
The Watch,2012-07-27,55000000.0,34353000.0,67353000.0
All the King's Men,2006-09-22,55000000.0,7221458.0,9521458.0
City of Angels,1998-04-10,55000000.0,78750909.0,198750909.0
Elizabethtown,2005-10-14,54000000.0,26850426.0,50719373.0
Seven Pounds,2008-12-19,54000000.0,69951824.0,166617328.0
Gigli,2003-08-01,54000000.0,6087542.0,7126002.0
"You, Me and Dupree",2006-07-14,54000000.0,75802010.0,130402010.0
Superman II,1981-06-19,54000000.0,108185706.0,108185706.0
The Godfather: Part III,1990-12-25,54000000.0,66520529.0,66520529.0
Blade 2,2002-03-22,54000000.0,81676888.0,154338601.0
Shaft,2000-06-16,53012938.0,70327868.0,107190108.0
Anastasia,1997-11-14,53000000.0,58403409.0,139801410.0
Moulin Rouge,2001-05-18,53000000.0,57386369.0,179213196.0
Black Mass,2015-09-18,53000000.0,62575678.0,95341263.0
Law Abiding Citizen,2009-10-16,53000000.0,73357727.0,131159781.0
Domestic Disturbance,2001-11-02,53000000.0,45207112.0,54207112.0
The Dukes of Hazzard,2005-08-05,53000000.0,80270227.0,109848461.0
Beloved,1998-10-16,53000000.0,22852487.0,22852487.0
Grindhouse,2007-04-06,53000000.0,25031037.0,50187789.0
Flags of Our Fathers,2006-10-20,53000000.0,33602376.0,63657941.0
Zero Dark Thirty,2012-12-19,52500000.0,95720716.0,134612435.0
Catch Me if You Can,2002-12-25,52000000.0,164606800.0,355612291.0
The Thin Red Line,1998-12-23,52000000.0,36400491.0,97709034.0
Valentine's Day,2010-02-12,52000000.0,110485654.0,217569328.0
Mamma Mia!,2008-07-18,52000000.0,144130063.0,602500560.0
Man on the Moon,1999-12-22,52000000.0,34580635.0,47407635.0
From Paris With Love,2010-02-05,52000000.0,24077427.0,53139168.0
Bulletproof Monk,2003-04-16,52000000.0,23010607.0,23010607.0
The Change-Up,2011-08-05,52000000.0,37081475.0,75835124.0
Casino,1995-11-22,52000000.0,42438300.0,110400000.0
The Break-Up,2006-06-02,52000000.0,118703275.0,205727307.0
"Me, Myself & Irene",2000-06-23,51000000.0,90570999.0,149270999.0
Barnyard: The Original Party Animals,2006-08-04,51000000.0,72779000.0,118583844.0
Deck the Halls,2006-11-22,51000000.0,35093569.0,46815807.0
The Adjustment Bureau,2011-03-04,50200000.0,62495645.0,126931325.0
Herbie: Fully Loaded,2005-06-22,50000000.0,66010682.0,144110682.0
Striptease,1996-06-28,50000000.0,33109743.0,113309743.0
Escape from L.A.,1996-08-09,50000000.0,25426861.0,25426861.0
Jerry Maguire,1996-12-13,50000000.0,153952592.0,274000000.0
Inside Man,2006-03-24,50000000.0,88634237.0,185798265.0
Hereafter,2010-10-15,50000000.0,32746941.0,105246941.0
Super 8,2011-06-09,50000000.0,127004179.0,257972745.0
The Boat That Rocked,2009-11-13,50000000.0,8017467.0,37472651.0
Death to Smoochy,2002-03-29,50000000.0,8355815.0,8374062.0
Out of Time,2003-10-03,50000000.0,41083108.0,55489826.0
Domino,2005-10-14,50000000.0,10169202.0,22969202.0
Basic,2003-03-28,50000000.0,26599248.0,42598498.0
Murder by Numbers,2002-04-19,50000000.0,31874869.0,56643267.0
13 Hours: The Secret Soldiers of Benghazi,2016-01-15,50000000.0,52853219.0,68053219.0
Erin Brockovich,2000-03-17,50000000.0,125548685.0,257805243.0
The Life of David Gale,2003-02-21,50000000.0,19694635.0,28920188.0
Resident Evil: Apocalypse,2004-09-10,50000000.0,50740078.0,125168734.0
Assassins,1995-10-06,50000000.0,30306268.0,83306268.0
Non-Stop,2014-02-28,50000000.0,91742160.0,212742160.0
Syriana,2005-11-23,50000000.0,50824620.0,92690959.0
Free State of Jones,2016-06-24,50000000.0,17001648.0,17001648.0
Outlander,2009-01-23,50000000.0,166003.0,1250617.0
Disney Planes,2013-08-09,50000000.0,90282580.0,238059569.0
Beverly Hills Cop III,1994-05-25,50000000.0,42586861.0,119180938.0
Firewall,2006-02-10,50000000.0,48751189.0,82751189.0
Twisted,2004-02-27,50000000.0,25195050.0,40119848.0
Robin Hood: Prince of Thieves,1991-06-14,50000000.0,165493908.0,390500000.0
As Good as it Gets,1997-12-24,50000000.0,148478011.0,314111923.0
Mr. Deeds,2002-06-28,50000000.0,126293452.0,171269535.0
Moneyball,2011-09-23,50000000.0,75605492.0,111300835.0
The Scarlet Letter,1995-10-13,50000000.0,10359006.0,10359006.0
Dream House,2011-09-30,50000000.0,21302340.0,41642166.0
Hannibal Rising,2007-02-09,50000000.0,27669725.0,80583311.0
Shanghai Knights,2003-02-07,50000000.0,60470220.0,88316835.0
Daddys Home,2015-12-25,50000000.0,150357137.0,238757137.0
The Iron Giant,1999-08-04,50000000.0,23159305.0,31333917.0
Hannibal the Conqueror,2020-12-31,50000000.0,0.0,0.0
Curious George,2006-02-10,50000000.0,58640119.0,71052604.0
I am Number Four,2011-02-18,50000000.0,55100437.0,146195159.0
"Crazy, Stupid, Love",2011-07-29,50000000.0,84351197.0,147142328.0
American Reunion,2012-04-06,50000000.0,56758835.0,236799211.0
Raising Helen,2004-05-28,50000000.0,37485528.0,43340302.0
Shrek,2001-05-18,50000000.0,267655011.0,491812794.0
Hansel & Gretel: Witch Hunters,2013-01-25,50000000.0,55703475.0,214949716.0
For Love of the Game,1999-09-17,50000000.0,35188640.0,46112640.0
The International,2009-02-13,50000000.0,25450527.0,53850527.0
The Ring Two,2005-03-18,50000000.0,75941727.0,161941727.0
Failure to Launch,2006-03-10,50000000.0,88715192.0,128402901.0
Outbreak,1995-03-10,50000000.0,67823573.0,67823573.0
22 Jump Street,2014-06-13,50000000.0,191719337.0,331333876.0
Payback,1999-02-05,50000000.0,81526121.0,161626121.0
Patch Adams,1998-12-25,50000000.0,135014968.0,202173000.0
Into the Storm,2014-08-08,50000000.0,47602194.0,156602194.0
Race to Witch Mountain,2009-03-13,50000000.0,67172594.0,105103783.0
The Judge,2014-10-10,50000000.0,47119388.0,76119388.0
Central Intelligence,2016-06-17,50000000.0,96944272.0,127244272.0
The Big Bounce,2004-01-30,50000000.0,6471394.0,6626115.0
Planes: Fire and Rescue,2014-07-18,50000000.0,59157732.0,156399644.0
Into the Blue,2005-09-30,50000000.0,18782227.0,41982227.0
The Book of Life,2014-10-17,50000000.0,50151543.0,97651543.0
Anchorman 2: The Legend Continues,2013-12-18,50000000.0,127352707.0,172185754.0
The Forgotten,2004-09-24,50000000.0,66711892.0,117211892.0
The Replacements,2000-08-11,50000000.0,44737059.0,50054511.0
Drive Angry,2011-02-25,50000000.0,10721033.0,41042583.0
Baby's Day Out,1994-07-01,50000000.0,16581575.0,16581575.0
The Peacemaker,1997-09-26,50000000.0,41263140.0,62967368.0
Christmas with the Kranks,2004-11-24,50000000.0,73701902.0,96469187.0
Story of Your Life,2016-11-11,50000000.0,0.0,0.0
Ted,2012-06-29,50000000.0,218665740.0,556016627.0
What Planet Are You From?,2000-03-03,50000000.0,6291602.0,6291602.0
We Bought a Zoo,2011-11-26,50000000.0,75624550.0,118729073.0
Dont Say a Word,2001-09-28,50000000.0,54997476.0,104488383.0
Garfield,2004-06-11,50000000.0,75367693.0,208094550.0
Silent Hill,2006-04-21,50000000.0,46982632.0,94704227.0
How to Lose a Guy in 10 Days,2003-02-07,50000000.0,105807520.0,178890782.0
The Host,2013-03-29,50000000.0,26623701.0,64477051.0
The Adventures of Sharkboy and Lavagirl in 3-D,2005-06-10,50000000.0,39177684.0,69425966.0
Zoolander 2,2016-02-12,50000000.0,28848693.0,55348693.0
The Story of Us,1999-10-15,50000000.0,27100030.0,27100030.0
Congo,1995-06-09,50000000.0,81022333.0,152022333.0
Into the Woods,2014-12-25,50000000.0,128002372.0,203502372.0
On Deadly Ground,1994-02-18,50000000.0,38590458.0,38590458.0
The Twilight Saga: New Moon,2009-11-20,50000000.0,296623634.0,687557727.0
Fair Game,1995-11-03,50000000.0,11497497.0,26097497.0
V for Vendetta,2006-03-17,50000000.0,70511035.0,130214162.0
The Messenger: The Story of Joan of Arc,1999-11-12,50000000.0,14271297.0,14271297.0
The Life Aquatic with Steve Zissou,2004-12-10,50000000.0,24006726.0,34806726.0
Ninja Assassin,2009-11-25,50000000.0,38122883.0,62209892.0
Absolute Power,1997-02-14,50000000.0,50068310.0,50068310.0
Beautiful Creatures,2013-02-14,50000000.0,19452138.0,60282876.0
The Game,1997-09-12,50000000.0,48265581.0,80369970.0
Jack Frost,1998-12-11,50000000.0,34645374.0,34645374.0
Eastern Promises,2007-09-14,50000000.0,17181265.0,56077088.0
Stepmom,1998-12-25,50000000.0,91137662.0,159745279.0
Bridget Jones: The Edge Of Reason,2004-11-12,50000000.0,40203020.0,263894551.0
Mad City,1997-11-07,50000000.0,10561038.0,10561038.0
Gamer,2009-09-04,50000000.0,20534907.0,42002029.0
Marmaduke,2010-06-04,50000000.0,33644788.0,84023611.0
The Beach,2000-02-11,50000000.0,39778599.0,39778599.0
The Negotiator,1998-07-29,50000000.0,44705766.0,49105766.0
Knowing,2009-03-20,50000000.0,79957634.0,186450317.0
Interview with the Vampire: The Vampire Chronicles,1994-11-11,50000000.0,105264608.0,223564608.0
Defiance,2008-12-31,50000000.0,28644813.0,52987754.0
Run All Night,2015-03-13,50000000.0,26461644.0,66961644.0
G.I. Jane,1997-08-22,50000000.0,48169156.0,48169156.0
Unfaithful,2002-05-08,50000000.0,52752475.0,119114494.0
Street Fighter: The Legend of Chun-Li,2009-02-27,50000000.0,9135036.0,12335036.0
Man of the House,2005-02-25,50000000.0,19699706.0,22099706.0
Jade,1995-10-13,50000000.0,9812870.0,9812870.0
Yes Man,2008-12-19,50000000.0,97690976.0,225990976.0
Gremlins 2: The New Batch,1990-06-15,50000000.0,41476097.0,41476097.0
Your Highness,2011-04-08,50000000.0,21596445.0,26121638.0
Child 44,2015-04-17,50000000.0,1224330.0,3434330.0
Blood Work,2002-08-09,50000000.0,26199517.0,26199517.0
Chappie,2015-03-06,49000000.0,31569268.0,105002056.0
Anna Karenina,2012-11-16,49000000.0,12816367.0,71004627.0
The One,2001-11-02,49000000.0,43905746.0,43905746.0
The Adventures of Ford Fairlane,1990-07-11,49000000.0,20423389.0,20423389.0
Panic Room,2002-03-29,48000000.0,95308367.0,196308367.0
Indiana Jones and the Last Crusade,1989-05-24,48000000.0,197171806.0,474171806.0
3:10 to Yuma,2007-09-02,48000000.0,53606916.0,71171825.0
Three Kings,1999-10-01,48000000.0,60652036.0,107752036.0
Out of Sight,1998-06-26,48000000.0,37562568.0,77562568.0
The Ring,2002-10-18,48000000.0,129094024.0,248218486.0
The Tooth Fairy,2010-01-22,48000000.0,60022256.0,112610386.0
K-PAX,2001-08-13,48000000.0,50315140.0,50315140.0
Rat Race,2001-08-17,48000000.0,56607223.0,86607223.0
Taken 3,2015-01-09,48000000.0,89256424.0,327656424.0
The Bone Collector,1999-11-05,48000000.0,66488090.0,151463090.0
The Thomas Crown Affair,1999-08-06,48000000.0,69304264.0,124304264.0
Kate and Leopold,2001-12-25,48000000.0,47095453.0,70937778.0
The Cotton Club,1984-12-14,48000000.0,25928721.0,25928721.0
Traffic,2000-12-27,48000000.0,124107476.0,208300000.0
Bedazzled,2000-10-20,48000000.0,37879996.0,90376224.0
Rambo,2008-01-25,47500000.0,42754105.0,112214531.0
The Infiltrator,2016-07-13,47500000.0,0.0,0.0
Happily N'Ever After,2007-01-05,47000000.0,15849032.0,37923818.0
Riding in Cars with Boys,2001-10-19,47000000.0,29781453.0,29781453.0
Mary Reilly,1996-02-23,47000000.0,5707094.0,12900000.0
Dick Tracy,1990-06-15,47000000.0,103738726.0,162738726.0
Solaris,2002-11-27,47000000.0,14970038.0,14970038.0
Jonah Hex,2010-06-18,47000000.0,10547117.0,11022696.0
The Cable Guy,1996-06-14,47000000.0,60240295.0,102825796.0
Prisoners,2013-09-20,46000000.0,61002302.0,113402302.0
Courage Under Fire,1996-07-12,46000000.0,59003384.0,100833145.0
Star Trek: First Contact,1996-11-22,46000000.0,92027888.0,150000000.0
My Best Friend's Wedding,1997-06-20,46000000.0,126813153.0,298923419.0
America's Sweethearts,2001-07-20,46000000.0,93607673.0,160648493.0
Inchon,1982-09-17,46000000.0,4408636.0,4408636.0
Insomnia,2002-05-24,46000000.0,67263182.0,113622499.0
Cellular,2004-09-10,45000000.0,32003620.0,61475984.0
Blended,2014-05-23,45000000.0,46290741.0,127990741.0
Galaxy Quest,1999-12-24,45000000.0,71423726.0,90523726.0
Underworld: Evolution,2006-01-20,45000000.0,62318875.0,113417762.0
Multiplicity,1996-07-17,45000000.0,20133326.0,20133326.0
Bangkok Dangerous,2008-09-05,45000000.0,15298133.0,46598133.0
Frankenstein,1994-11-04,45000000.0,22006296.0,112006296.0
The Princess Diaries 2: Royal Engagement,2004-08-11,45000000.0,95149435.0,122071435.0
Blade,1998-08-21,45000000.0,70141876.0,131237688.0
Anaconda,1997-04-11,45000000.0,65598907.0,136998907.0
Aliens in the Attic,2009-07-31,45000000.0,25200412.0,59551283.0
Tin Cup,1996-08-16,45000000.0,53854588.0,75854588.0
16 Blocks,2006-03-03,45000000.0,36895141.0,65595141.0
Love Actually,2003-11-07,45000000.0,59472278.0,247967903.0
The Bucket List,2007-12-25,45000000.0,93466502.0,174810815.0
Jack,1996-08-09,45000000.0,58617334.0,58617334.0
Scary Movie 2,2001-07-04,45000000.0,71277420.0,141189101.0
Foodfight!,2012-12-31,45000000.0,0.0,73706.0
The River Wild,1994-09-30,45000000.0,46815000.0,94215000.0
The Bounty Hunter,2010-03-19,45000000.0,67061228.0,135808837.0
Taken 2,2012-10-05,45000000.0,139854287.0,377807404.0
The Specialist,1994-10-07,45000000.0,57362581.0,57362581.0
Fat Albert,2004-12-25,45000000.0,48114556.0,48563556.0
Miracle at St. Anna,2008-09-26,45000000.0,7916887.0,9110458.0
Deep Rising,1998-01-30,45000000.0,11203026.0,11203026.0
Love in the Time of Cholera,2007-11-16,45000000.0,4617608.0,31077418.0
Journey to the Center of the Earth,2008-07-11,45000000.0,101704370.0,243180937.0
Liar Liar,1997-03-21,45000000.0,181410615.0,302710615.0
Across the Universe,2007-09-14,45000000.0,24343673.0,29367143.0
Big Trouble,2002-04-05,45000000.0,7262288.0,8488871.0
Rebound,2005-07-01,45000000.0,16809014.0,17492014.0
Coyote Ugly,2000-08-04,45000000.0,60786269.0,113916474.0
The Phantom,1996-06-07,45000000.0,17220599.0,17220599.0
Revolutionary Road,2008-12-26,45000000.0,22911480.0,79564960.0
The Pelican Brief,1993-12-17,45000000.0,100768056.0,187995859.0
"Yours, Mine and Ours",2005-11-23,45000000.0,53359917.0,72359917.0
Kicking and Screaming,2005-05-13,45000000.0,52842724.0,55842724.0
Miss Congeniality,2000-12-22,45000000.0,106807667.0,213420951.0
The Client,1994-07-20,45000000.0,92115211.0,117615211.0
Coach Carter,2005-01-14,45000000.0,67264877.0,76665507.0
The Glimmer Man,1996-10-04,45000000.0,20404841.0,36404841.0
Babylon A.D.,2008-08-29,45000000.0,22532572.0,70216497.0
Johnny English,2003-07-18,45000000.0,28013509.0,163126676.0
Savages,2012-07-06,45000000.0,47323100.0,80594860.0
The Producers: The Movie Musical,2005-12-16,45000000.0,19398532.0,32952995.0
Nixon,1995-12-20,45000000.0,13668249.0,34668249.0
A Bug's Life,1998-11-20,45000000.0,162798565.0,363095319.0
The Indian in the Cupboard,1995-07-14,45000000.0,35627222.0,35627222.0
Johnny English Reborn,2011-10-21,45000000.0,8305970.0,164539660.0
Resident Evil: Extinction,2007-09-21,45000000.0,50648679.0,146162920.0
Training Day,2001-10-05,45000000.0,76261036.0,104505362.0
The Hitchhiker's Guide to the Galaxy,2005-04-29,45000000.0,51019112.0,102746214.0
The Muppets,2011-11-23,45000000.0,88625922.0,160971922.0
The Ghost Writer,2010-02-19,45000000.0,15541549.0,65532491.0
Patriot Games,1992-06-05,45000000.0,83287363.0,178100000.0
Man cheng jin dai huang jin jia,2006-12-21,45000000.0,6566773.0,75566773.0
The Ant Bully,2006-07-28,45000000.0,28142535.0,49610898.0
All the Pretty Horses,2000-12-22,45000000.0,15527125.0,18120267.0
The Flintstones,1994-05-27,45000000.0,130531208.0,358500000.0
Monster-in-Law,2005-05-13,45000000.0,82931301.0,155931301.0
Changing Lanes,2002-04-12,45000000.0,66790248.0,66790248.0
Scary Movie 3,2003-10-24,45000000.0,110000082.0,155200000.0
Dredd,2012-09-21,45000000.0,13414714.0,41467606.0
Shadow Conspiracy,1997-01-31,45000000.0,2154540.0,2154540.0
Last Holiday,2006-01-13,45000000.0,38399961.0,43343247.0
Dune,1984-12-14,45000000.0,27447471.0,27447471.0
The Pledge,2001-01-19,45000000.0,19719930.0,29406132.0
Pinocchio,2002-12-25,45000000.0,3681811.0,31681811.0
Argo,2012-10-12,44500000.0,136025503.0,227140757.0
The Juror,1996-02-02,44000000.0,22730924.0,22730924.0
The Fugitive,1993-08-06,44000000.0,183875760.0,353715317.0
Sleepers,1996-10-18,44000000.0,53300852.0,165600852.0
Rambo: First Blood Part II,1985-05-22,44000000.0,150415432.0,300400000.0
Heaven's Gate,1980-11-19,44000000.0,3484331.0,3484331.0
The Interview,2014-02-06,44000000.0,6105175.0,12342632.0
Charlie St. Cloud,2010-07-30,44000000.0,31206263.0,48478084.0
Finding Forrester,2000-12-19,43000000.0,51768623.0,80013623.0
The Heat,2013-06-28,43000000.0,159581587.0,229727774.0
Danny the Dog,2005-05-13,43000000.0,24537621.0,49037621.0
28 Days,2000-04-14,43000000.0,37035515.0,62063972.0
The Sweetest Thing,2002-04-12,43000000.0,24430272.0,63078756.0
The Mechanic,2011-01-28,42500000.0,29121498.0,76347393.0
Here Comes the Boom,2012-10-12,42000000.0,45290318.0,73239258.0
Super Mario Bros.,1993-05-28,42000000.0,20844907.0,20844907.0
Cleopatra,1963-06-12,42000000.0,57000000.0,71000000.0
One for the Money,2012-01-27,42000000.0,26414527.0,36197221.0
Man on a Ledge,2012-01-27,42000000.0,18620000.0,45688337.0
The Mothman Prophecies,2002-01-25,42000000.0,35228696.0,56438555.0
Boomerang,1992-07-01,42000000.0,70052444.0,131052444.0
Along Came Polly,2004-01-16,42000000.0,88073507.0,173044410.0
The Mirror Has Two Faces,1996-11-15,42000000.0,41267469.0,41267469.0
Chicken Run,2000-06-21,42000000.0,106793915.0,227793915.0
High Crimes,2002-04-05,42000000.0,41543207.0,63781100.0
Hero,1992-10-02,42000000.0,19487173.0,66787173.0
Micmacs,2010-05-28,42000000.0,1259693.0,11756922.0
Pourquoi j'ai pas mangé mon père,2015-12-31,42000000.0,0.0,182156.0
Notting Hill,1999-05-28,42000000.0,116089678.0,363728226.0
Brüno,2009-07-10,42000000.0,60054530.0,130788243.0
The Firm,1993-06-30,42000000.0,158340892.0,270340892.0
15 Minutes,2001-03-09,42000000.0,24375436.0,56331864.0
Red Riding Hood,2011-03-11,42000000.0,37662162.0,91678442.0
Les Bronzés 3: amis pour la vie,2006-12-31,42000000.0,0.0,83833602.0
Licence to Kill,1989-07-14,42000000.0,34667015.0,156167015.0
The Warrior's Way,2010-12-03,42000000.0,5666340.0,8514325.0
21 Jump Street,2012-03-16,42000000.0,138447667.0,202812429.0
Lord of War,2005-09-16,42000000.0,24149632.0,60437727.0
McHale's Navy,1997-04-18,42000000.0,4408420.0,4408420.0
8 Mile,2002-11-08,41000000.0,116724075.0,245769202.0
The Big Year,2011-10-14,41000000.0,7204138.0,7684524.0
A Knights Tale,2001-05-11,41000000.0,56083966.0,100622586.0
The Medallion,2003-08-22,41000000.0,22108977.0,22108977.0
Jersey Boys,2014-06-20,40000000.0,47047013.0,65282732.0
Back to the Future Part III,1990-05-24,40000000.0,88055283.0,244088654.0
Lone Survivor,2013-12-25,40000000.0,125095601.0,149804632.0
Spawn,1997-07-31,40000000.0,54979992.0,87949859.0
Pandorum,2009-09-25,40000000.0,10330853.0,17033431.0
The Crow,2015-12-31,40000000.0,0.0,0.0
Get Him to the Greek,2010-06-04,40000000.0,61153526.0,91455875.0
The Living Daylights,1987-07-31,40000000.0,51185000.0,191200000.0
The Musketeer,2001-09-07,40000000.0,27053815.0,27053815.0
The Hudsucker Proxy,1994-03-11,40000000.0,2816518.0,14938149.0
The Skeleton Key,2005-08-12,40000000.0,47907715.0,92256918.0
Alex Rider: Operation Stormbreaker,2006-10-13,40000000.0,659210.0,20722450.0
Arthur,2011-04-08,40000000.0,33035397.0,47787943.0
Apocalypto,2006-12-08,40000000.0,50866635.0,121032272.0
At First Sight,1999-01-15,40000000.0,22365133.0,22365133.0
Nomad,2007-03-16,40000000.0,79123.0,79123.0
The Impossible,2012-12-21,40000000.0,19019882.0,169590606.0
Small Soldiers,1998-07-10,40000000.0,55143823.0,71743823.0
The Last of the Mohicans,1992-09-25,40000000.0,75505856.0,75505856.0
Fever Pitch,2005-04-08,40000000.0,42071069.0,50071069.0
Medicine Man,1992-02-07,40000000.0,44948240.0,44948240.0
